,location,BHK,total_sqft,bath,balcony,price
7104,Varthur,2,1280.0,2.0,2.0,65.0
7105,Varthur,2,977.0,2.0,2.0,36.0
7106,Varthur,3,1250.0,3.0,2.0,71.0
7107,Varthur,3,1200.0,3.0,1.0,67.75
7108,Varthur,2,1111.0,2.0,2.0,41.88
7109,Varthur,2,1140.0,2.0,3.0,55.5
7110,Varthur,2,1012.0,2.0,1.0,59.0
7111,Varthur,2,1140.0,2.0,2.0,39.9
7112,Varthur,2,1090.0,2.0,2.0,48.0
7113,Varthur,3,1450.0,3.0,2.0,71.0
7114,Varthur,2,1210.0,2.0,1.0,60.0
7115,Varthur,2,1070.0,2.0,2.0,46.0
7116,Varthur,3,1360.0,2.0,3.0,85.0
7117,Varthur,2,965.0,2.0,1.0,34.0
7118,Varthur,2,1120.0,2.0,2.0,44.24
7119,Varthur,3,1395.0,2.0,3.0,79.0
7120,Varthur,2,1085.0,2.0,1.0,45.0
7121,Varthur,2,1250.0,2.0,2.0,47.0
7122,Varthur,3,1200.0,3.0,1.0,68.38
7124,Varthur,2,1155.0,2.0,1.0,60.0
7125,Varthur,2,1035.0,2.0,1.0,60.0
7126,Varthur,2,1155.0,2.0,2.0,39.0
7127,Varthur,2,1180.0,2.0,2.0,55.0
7129,Varthur,2,1738.0,2.0,1.0,57.35
7130,Varthur,2,1045.0,2.0,1.0,40.65
7131,Varthur,2,1155.0,2.0,2.0,39.0
7133,Varthur,2,1210.0,2.0,1.0,64.15
7135,Varthur,2,1105.0,2.0,3.0,38.0
7136,Varthur,3,1560.0,3.0,2.0,90.0
7137,Varthur,2,1760.0,2.0,1.0,85.0
7138,Varthur,2,1210.0,2.0,2.0,54.0
7139,Varthur,2,1112.0,2.0,2.0,40.0
7141,Varthur,2,1000.0,1.0,1.0,65.0
7143,Varthur Road,2,900.0,2.0,1.0,27.0
7144,Varthur Road,2,1277.0,2.0,2.0,59.0
7145,Varthur Road,3,1247.0,2.0,2.0,58.0
7146,Varthur Road,2,1050.0,2.0,2.0,42.7
7147,Varthur Road,2,1255.0,2.0,2.0,52.76
7149,Varthur Road,2,1033.0,2.0,2.0,32.0
7150,Varthur Road,2,1140.0,2.0,2.0,49.11
7151,Varthur Road,2,850.0,2.0,1.0,25.4
7152,Vasanthapura,2,1022.0,2.0,2.0,40.0
7153,Vasanthapura,2,1135.0,2.0,1.0,39.73
7154,Vasanthapura,2,995.0,2.0,1.0,34.82
7155,Vasanthapura,2,995.0,2.0,1.0,34.82
7156,Vasanthapura,2,1037.0,2.0,1.0,36.28
7157,Vasanthapura,2,978.0,2.0,1.0,34.22
7158,Vasanthapura,2,1037.0,2.0,1.0,36.28
7159,Vidyaranyapura,2,1440.0,2.0,0.0,95.0
7160,Vidyaranyapura,2,1062.0,2.0,3.0,38.0
7161,Vidyaranyapura,2,1200.0,2.0,2.0,55.0
7162,Vidyaranyapura,4,1200.0,4.0,0.0,90.0
7164,Vidyaranyapura,2,1060.0,2.0,2.0,55.0
7165,Vidyaranyapura,2,1100.0,2.0,1.0,54.0
7166,Vidyaranyapura,3,1440.0,2.0,0.0,70.0
7167,Vidyaranyapura,2,1100.0,2.0,1.0,54.0
7168,Vidyaranyapura,2,1000.0,2.0,1.0,35.0
7170,Vidyaranyapura,2,1120.0,2.0,1.0,70.0
7171,Vidyaranyapura,2,945.0,2.0,1.0,40.0
7172,Vidyaranyapura,2,1100.0,2.0,1.0,54.0
7173,Vidyaranyapura,3,1200.0,2.0,2.0,65.0
7174,Vidyaranyapura,2,1200.0,2.0,2.0,52.0
7175,Vidyaranyapura,2,1050.0,2.0,1.0,50.0
7176,Vidyaranyapura,2,1188.0,2.0,1.0,50.0
7177,Vidyaranyapura,3,1100.0,2.0,1.0,75.0
7178,Vidyaranyapura,3,1100.0,2.0,2.0,72.0
7179,Vidyaranyapura,4,2400.0,5.0,1.0,135.0
7180,Vidyaranyapura,2,1100.0,2.0,1.0,41.0
7181,Vidyaranyapura,2,1200.0,2.0,2.0,60.5
7182,Vidyaranyapura,2,1200.0,2.0,1.0,42.0
7183,Vijayanagar,3,1704.0,3.0,2.0,110.0
7184,Vijayanagar,3,1933.0,3.0,1.0,129.0
7186,Vijayanagar,3,1450.0,3.0,0.0,100.0
7187,Vijayanagar,3,1580.0,2.0,0.0,134.0
7188,Vijayanagar,3,1826.0,3.0,2.0,121.0
7189,Vijayanagar,3,1739.0,3.0,1.0,116.0
7190,Vijayanagar,3,1490.0,3.0,2.0,100.0
7191,Vijayanagar,2,1180.0,2.0,2.0,65.0
7192,Vijayanagar,1,606.0,1.0,0.0,34.78
7193,Vijayanagar,2,1352.0,2.0,2.0,68.0
7194,Vijayanagar,3,1527.0,3.0,2.0,115.0
7195,Vijayanagar,2,989.0,2.0,0.0,60.0
7196,Vijayanagar,3,1520.0,2.0,1.0,103.0
7197,Vijayanagar,3,1749.0,3.0,1.0,117.0
7198,Vijayanagar,2,1046.0,2.0,1.0,75.0
7199,Vijayanagar,1,606.0,1.0,1.0,40.0
7200,Vijayanagar,2,1200.0,2.0,2.0,62.0
7203,Vijayanagar,3,1760.0,3.0,2.0,140.0
7204,Vijayanagar,3,2047.0,3.0,2.0,136.0
7205,Vijayanagar,3,1200.0,2.0,1.0,75.0
7206,Vijayanagar,2,1178.0,2.0,3.0,82.0
7207,Vijayanagar,2,864.0,2.0,0.0,45.0
7208,Vijayanagar,4,2100.0,6.0,1.0,252.0
7209,Vijayanagar,2,920.0,2.0,2.0,60.0
7210,Vijayanagar,2,1019.0,2.0,1.0,58.0
7211,Vijayanagar,5,2400.0,6.0,3.0,125.0
7212,Vijayanagar,2,1180.0,2.0,1.0,86.0
7213,Vijayanagar,2,1046.0,2.0,0.0,49.06
7214,Vijayanagar,1,2400.0,2.0,0.0,230.0
7215,Vijayanagar,1,492.0,1.0,1.0,40.0
7217,Vishveshwarya Layout,1,750.0,1.0,1.0,30.0
7218,Vishveshwarya Layout,4,2000.0,4.0,1.0,75.0
7219,Vishveshwarya Layout,6,2100.0,6.0,0.0,92.0
7220,Vishveshwarya Layout,4,2000.0,3.0,0.0,90.0
7221,Vishwapriya Layout,2,820.0,2.0,1.0,30.0
7222,Vishwapriya Layout,2,770.0,2.0,2.0,30.0
7223,Vishwapriya Layout,2,910.0,2.0,3.0,36.0
7224,Vishwapriya Layout,2,890.0,2.0,3.0,37.0
7225,Vittasandra,2,1404.0,2.0,1.0,71.0
7226,Vittasandra,2,1246.0,2.0,1.0,67.0
7227,Vittasandra,2,1404.0,2.0,1.0,69.3
7228,Vittasandra,2,1246.0,2.0,1.0,67.3
7229,Vittasandra,2,1246.0,2.0,1.0,64.5
7230,Vittasandra,2,1246.0,2.0,1.0,64.5
7231,Vittasandra,2,1246.0,2.0,1.0,68.0
7233,Vittasandra,2,1238.0,2.0,1.0,67.0
7234,Vittasandra,2,1404.0,2.0,1.0,75.0
7235,Vittasandra,2,1246.0,2.0,1.0,65.0
7236,Vittasandra,2,1238.0,2.0,1.0,67.0
7237,Vittasandra,2,1246.0,2.0,1.0,67.4
7238,Vittasandra,2,1259.0,2.0,1.0,67.4
7239,Vittasandra,2,1404.0,2.0,1.0,68.8
7240,Vittasandra,2,1246.0,2.0,1.0,62.3
7241,Vittasandra,2,1246.0,2.0,1.0,63.0
7242,Vittasandra,2,1246.0,2.0,1.0,67.4
7243,Vittasandra,2,1246.0,2.0,1.0,65.4
7245,Vittasandra,2,1238.0,2.0,1.0,67.32
7246,Vittasandra,2,1246.0,2.0,1.0,67.4
7248,Vittasandra,2,1246.0,2.0,1.0,67.3
7249,Vittasandra,2,1404.0,2.0,2.0,70.0
7250,Vittasandra,2,1259.0,2.0,1.0,67.48
7251,Vittasandra,2,1404.0,2.0,1.0,75.0
7253,Vittasandra,2,1246.0,2.0,1.0,67.0
7256,Vittasandra,2,1404.0,2.0,1.0,72.0
7257,Vittasandra,2,1246.0,2.0,1.0,67.5
7258,Vittasandra,2,1246.0,2.0,1.0,67.5
7259,Vittasandra,2,1404.0,2.0,1.0,70.0
7260,Vittasandra,2,1246.0,2.0,1.0,65.0
7261,Vittasandra,2,1246.0,2.0,1.0,67.4
7265,Whitefield,3,1610.0,3.0,2.0,81.0
7266,Whitefield,2,1459.0,2.0,1.0,94.82
7271,Whitefield,2,1280.0,2.0,2.0,75.0
7273,Whitefield,3,1910.0,3.0,2.0,161.0
7274,Whitefield,4,3252.0,4.0,1.0,230.0
7275,Whitefield,4,11890.0,4.0,3.0,700.0
7278,Whitefield,2,1150.0,2.0,1.0,70.0
7279,Whitefield,3,1768.0,3.0,2.0,101.0
7281,Whitefield,3,1600.0,3.0,2.0,86.0
7282,Whitefield,4,4144.0,4.0,3.0,315.0
7283,Whitefield,4,4104.0,4.0,2.0,360.0
7284,Whitefield,3,1790.0,3.0,2.0,100.0
7285,Whitefield,3,1720.0,3.0,3.0,100.0
7287,Whitefield,3,1640.0,4.0,2.0,91.0
7290,Whitefield,3,2280.0,4.0,2.0,126.0
7294,Whitefield,3,1897.0,3.0,2.0,130.0
7295,Whitefield,3,2225.0,2.0,1.0,125.0
7296,Whitefield,4,4348.5,2.0,1.0,304.0
7299,Whitefield,4,2268.0,3.0,2.0,163.0
7302,Whitefield,4,2400.0,4.0,3.0,200.0
7304,Whitefield,2,1360.0,2.0,1.0,95.0
7306,Whitefield,3,1697.0,3.0,2.0,94.79
7307,Whitefield,4,5000.0,4.0,3.0,400.0
7308,Whitefield,4,3000.0,5.0,3.0,250.0
7309,Whitefield,3,1700.0,3.0,2.0,115.0
7312,Whitefield,3,2842.0,3.0,2.0,162.0
7316,Whitefield,3,1500.0,3.0,1.0,130.0
7317,Whitefield,2,1280.0,2.0,1.0,75.0
7319,Whitefield,3,1405.0,2.0,1.0,78.0
7320,Whitefield,3,2225.0,3.0,3.0,115.0
7321,Whitefield,2,1272.0,2.0,1.0,95.05
7324,Whitefield,2,1192.0,2.0,1.0,71.0
7328,Whitefield,3,1626.0,3.0,3.0,89.0
7329,Whitefield,3,1585.0,3.0,2.0,88.0
7330,Whitefield,1,665.0,2.0,2.0,28.585
7332,Whitefield,2,1280.0,2.0,0.0,85.0
7333,Whitefield,3,1200.0,3.0,2.0,68.5
7334,Whitefield,4,4000.0,4.0,2.0,330.0
7335,Whitefield,3,1697.0,3.0,2.0,108.0
7337,Whitefield,4,3606.0,4.0,2.0,312.0
7338,Whitefield,2,1485.0,2.0,1.0,90.0
7339,Whitefield,1,950.0,1.0,1.0,50.0
7340,Whitefield,4,3584.0,4.0,1.0,199.0
7341,Whitefield,1,825.0,1.0,1.0,45.0
7344,Whitefield,3,1635.0,2.0,2.0,85.0
7345,Whitefield,2,1216.0,2.0,1.0,79.0
7351,Whitefield,2,920.0,2.0,1.0,63.0
7353,Whitefield,2,1170.0,2.0,1.0,71.0
7354,Whitefield,2,1118.0,2.0,1.0,75.0
7355,Whitefield,3,1800.0,3.0,1.0,110.0
7356,Whitefield,3,1562.0,3.0,2.0,103.0
7359,Whitefield,3,2321.0,4.0,1.0,128.0
7360,Whitefield,2,1320.0,2.0,1.0,95.0
7363,Whitefield,3,3010.0,3.0,2.0,200.0
7364,Whitefield,2,1346.0,2.0,1.0,96.17
7365,Whitefield,3,3850.0,5.0,1.0,316.0
7369,Whitefield,4,2500.0,4.0,3.0,155.0
7370,Whitefield,1,905.0,1.0,1.0,55.0
7372,Whitefield,4,2268.0,3.0,0.0,146.0
7375,Whitefield,1,630.5,1.0,0.0,32.79
7376,Whitefield,4,3537.0,5.0,3.0,210.0
7378,Whitefield,3,1697.0,3.0,2.0,115.0
7382,Whitefield,5,3250.0,5.0,0.0,290.0
7386,Whitefield,2,1269.0,2.0,1.0,75.0
7387,Whitefield,5,3227.0,5.0,0.0,250.0
7388,Whitefield,3,1545.0,3.0,2.0,79.0
7391,Whitefield,4,3262.0,4.0,2.0,260.0
7393,Whitefield,2,1132.0,2.0,1.0,79.28
7396,Whitefield,4,2830.0,5.0,2.0,160.0
7398,Whitefield,2,1195.0,2.0,1.0,70.0
7399,Whitefield,3,3480.0,4.0,1.0,284.0
7402,Whitefield,1,709.0,1.0,0.0,34.385
7404,Whitefield,2,1320.0,2.0,3.0,79.5
7405,Whitefield,2,750.0,2.0,1.0,52.7
7406,Whitefield,3,1200.0,3.0,1.0,61.96
7411,Whitefield,3,2094.0,2.0,1.0,113.19
7413,Whitefield,4,3445.0,5.0,3.0,270.0
7414,Whitefield,3,1700.0,3.0,1.0,140.0
7415,Whitefield,4,4827.0,4.0,3.0,400.0
7416,Whitefield,2,1405.0,2.0,2.0,84.5
7418,Whitefield,4,3252.0,4.0,3.0,280.0
7420,Whitefield,2,1150.0,2.0,2.0,90.0
7421,Whitefield,4,2400.0,4.0,3.0,147.0
7423,Whitefield,1,624.0,1.0,1.0,35.0
7426,Whitefield,3,1700.0,3.0,2.0,95.0
7427,Whitefield,4,4960.0,4.0,3.0,400.0
7428,Whitefield,4,2928.0,4.0,3.0,198.0
7430,Whitefield,3,2700.0,5.0,2.0,175.0
7431,Whitefield,2,1216.0,2.0,1.0,84.0
7432,Whitefield,4,2882.0,5.0,1.0,204.0
7433,Whitefield,3,1840.0,3.0,2.0,140.0
7434,Whitefield,3,1778.0,3.0,2.0,122.0
7436,Whitefield,1,650.0,1.0,1.0,25.0
7437,Whitefield,4,2155.0,3.0,3.0,125.0
7438,Whitefield,1,905.0,1.0,1.0,52.0
7443,Whitefield,2,1216.0,2.0,1.0,75.0
7445,Whitefield,2,1255.0,2.0,3.0,77.0
7446,Whitefield,2,1216.0,2.0,1.0,73.0
7447,Whitefield,1,709.0,1.0,0.0,34.735
7451,Whitefield,3,1745.0,3.0,3.0,100.0
7452,Whitefield,4,3200.0,4.0,3.0,224.0
7454,Whitefield,1,825.0,1.0,1.0,44.9
7458,Whitefield,3,1870.0,3.0,2.0,138.0
7461,Whitefield,3,1862.0,3.0,2.0,125.0
7462,Whitefield,3,1655.0,3.0,1.0,113.0
7463,Whitefield,1,530.0,1.0,1.0,29.44
7465,Whitefield,1,905.0,1.0,1.0,50.0
7466,Whitefield,3,1600.0,3.0,2.0,82.0
7467,Whitefield,4,1230.0,4.0,2.0,80.0
7469,Whitefield,1,630.5,1.0,0.0,32.15
7470,Whitefield,1,905.0,1.0,1.0,52.0
7474,Whitefield,2,1216.0,2.0,1.0,83.0
7479,Whitefield,4,4075.0,5.0,3.0,226.0
7480,Whitefield,2,1216.0,2.0,1.0,75.0
7488,Whitefield,4,2856.0,5.0,0.0,158.5
7491,Whitefield,1,750.0,1.0,1.0,51.0
7494,Whitefield,2,1173.0,2.0,1.0,77.0
7495,Whitefield,3,1200.0,3.0,1.0,68.4
7499,Whitefield,4,3425.0,5.0,2.0,250.0
7504,Whitefield,3,2173.0,3.0,2.0,128.0
7506,Whitefield,1,905.0,1.0,1.0,62.0
7507,Whitefield,3,1870.0,3.0,2.0,138.0
7508,Whitefield,2,1320.0,2.0,1.0,99.26
7509,Whitefield,3,2901.0,4.0,2.0,190.0
7510,Whitefield,2,1485.0,2.0,1.0,96.51
7511,Whitefield,3,1755.0,3.0,3.0,101.0
7513,Whitefield,3,2225.0,3.0,1.0,149.0
7514,Whitefield,2,1250.0,2.0,2.0,82.0
7516,Whitefield,1,605.0,1.0,1.0,40.0
7519,Whitefield,3,2210.0,3.0,2.0,156.0
7520,Whitefield,2,1173.0,2.0,1.0,78.2
7521,Whitefield,3,1740.0,4.0,3.0,130.0
7522,Whitefield,2,1216.0,2.0,1.0,75.0
7524,Whitefield,3,1655.0,3.0,3.0,120.0
7525,Whitefield,4,4003.0,6.0,3.0,300.0
7527,Whitefield,2,1180.0,2.0,2.0,70.0
7529,Whitefield,3,2023.0,4.0,2.0,130.0
7530,Whitefield,3,2134.0,4.0,2.0,118.0
7533,Whitefield,1,905.0,1.0,1.0,60.0
7539,Whitefield,3,1452.0,3.0,1.0,90.0
7540,Whitefield,4,2850.0,5.0,0.0,240.0
7543,Whitefield,4,2830.0,5.0,3.0,190.0
7544,Whitefield,2,1295.0,2.0,3.0,78.5
7545,Whitefield,1,840.0,1.0,1.0,57.6
7546,Whitefield,1,640.0,1.0,0.0,19.83
7547,Whitefield,3,1991.0,3.0,2.0,104.0
7551,Whitefield,3,1655.0,3.0,2.0,97.0
7552,Whitefield,3,1850.0,3.0,2.0,150.0
7553,Whitefield,3,1200.0,3.0,1.0,67.77
7554,Whitefield,2,1290.0,2.0,0.0,90.0
7557,Whitefield,2,1216.0,2.0,1.0,75.0
7558,Whitefield,2,1356.0,2.0,1.0,94.84
7559,Whitefield,2,1338.0,2.0,1.0,103.0
7562,Whitefield,3,3450.0,4.0,2.0,208.0
7566,Whitefield,2,1267.0,2.0,1.0,90.33
7567,Whitefield,4,2400.0,4.0,1.0,143.0
7568,Whitefield,3,1836.0,3.0,2.0,125.0
7570,Whitefield,3,3596.0,3.0,1.0,200.0
7571,Whitefield,3,1275.0,2.0,3.0,65.0
7574,Whitefield,2,1216.0,2.0,1.0,82.0
7575,Whitefield,2,1495.0,3.0,3.0,88.0
7576,Whitefield,3,1564.0,3.0,1.0,103.0
7577,Whitefield,3,1585.0,3.0,1.0,84.0
7580,Whitefield,3,1558.0,3.0,2.0,90.0
7581,Whitefield,2,1216.0,2.0,1.0,75.0
7583,Whitefield,3,1704.0,3.0,1.0,120.0
7585,Whitefield,2,1256.0,2.0,1.0,73.0
7588,Whitefield,2,1300.0,2.0,2.0,78.0
7589,Whitefield,3,1570.0,3.0,3.0,88.0
7590,Whitefield,2,1216.0,2.0,1.0,84.03
7592,Whitefield,2,1216.0,2.0,1.0,72.5
7594,Whitefield,3,2025.0,4.0,2.0,115.0
7595,Whitefield,3,1346.0,2.0,1.0,100.0
7599,Whitefield,4,2990.0,3.0,2.0,198.0
7602,Whitefield,3,1720.0,3.0,3.0,98.97
7603,Whitefield,3,1600.0,3.0,2.0,95.0
7604,Whitefield,3,1655.0,3.0,1.0,108.0
7605,Whitefield,3,1740.0,3.0,2.0,95.0
7607,Whitefield,2,1350.0,2.0,1.0,88.0
7609,Whitefield,2,1216.0,2.0,1.0,80.0
7610,Whitefield,4,2900.0,4.0,3.0,225.0
7611,Whitefield,2,1340.0,2.0,1.0,101.0
7613,Whitefield,3,1500.0,3.0,1.0,78.57
7614,Whitefield,3,1626.0,3.0,3.0,85.0
7616,Whitefield,2,1100.0,2.0,2.0,65.0
7618,Whitefield,3,1270.0,2.0,2.0,65.0
7619,Whitefield,3,3117.0,3.0,2.0,261.0
7620,Whitefield,2,1216.0,2.0,1.0,73.0
7622,Whitefield,3,3150.0,3.0,1.0,290.0
7624,Whitefield,4,2956.0,5.0,1.0,234.0
7628,Whitefield,3,2247.0,3.0,1.0,145.0
7629,Whitefield,4,3940.0,5.0,3.0,265.0
7631,Whitefield,2,1160.0,2.0,1.0,67.0
7633,Whitefield,2,1180.0,2.0,1.0,77.0
7634,Whitefield,3,2140.0,3.0,2.0,139.0
7635,Whitefield,2,1314.0,2.0,1.0,84.0
7642,Whitefield,3,1431.0,3.0,2.0,85.0
7643,Whitefield,1,524.0,1.0,1.0,29.0
7644,Whitefield,4,2830.0,4.0,3.0,161.0
7645,Whitefield,4,2135.0,3.0,2.0,149.0
7647,Whitefield,4,3075.0,2.0,3.0,188.0
7648,Whitefield,3,1760.0,3.0,2.0,160.0
7649,Whitefield,3,1655.0,3.0,2.0,110.0
7650,Whitefield,1,840.0,1.0,1.0,57.0
7651,Whitefield,3,1725.0,3.0,2.0,106.0
7654,Whitefield,1,516.0,1.0,1.0,39.0
7656,Whitefield,4,6000.0,4.0,1.0,410.0
7657,Whitefield,3,1639.0,3.0,2.0,107.0
7658,Whitefield,3,1820.0,3.0,2.0,113.0
7660,Whitefield,4,3565.0,4.0,0.0,218.0
7661,Whitefield,4,3410.0,5.0,3.0,253.0
7664,Whitefield,4,4500.0,4.0,3.0,330.0
7665,Whitefield,2,1250.0,2.0,2.0,85.0
7667,Whitefield,2,1277.0,2.0,1.0,77.0
7668,Whitefield,3,1820.0,3.0,2.0,140.0
7669,Whitefield,4,3453.0,4.0,2.0,247.0
7675,Whitefield,3,2280.0,4.0,2.0,125.0
7676,Whitefield,4,2882.0,5.0,1.0,200.0
7678,Whitefield,3,1639.5,3.0,0.0,92.63
7681,Whitefield,2,1190.0,2.0,1.0,70.0
7683,Whitefield,2,1270.0,2.0,1.0,94.0
7684,Whitefield,2,1220.0,2.0,1.0,89.0
7687,Whitefield,3,3758.0,3.0,1.0,300.0
7692,Whitefield,2,1216.0,2.0,1.0,72.0
7694,Whitefield,4,5400.0,5.0,3.0,475.0
7695,Whitefield,3,1396.0,3.0,1.0,74.0
7704,Whitefield,3,1615.0,3.0,0.0,96.9
7710,Whitefield,2,1200.0,2.0,3.0,70.0
7713,Whitefield,2,1216.0,2.0,1.0,75.0
7715,Whitefield,3,2321.0,4.0,1.0,157.0
7716,Whitefield,2,1224.0,2.0,2.0,75.0
7717,Whitefield,3,1655.0,3.0,2.0,113.0
7719,Whitefield,5,4144.0,5.0,1.0,331.0
7722,Whitefield,3,1200.0,3.0,2.0,67.75
7723,Whitefield,4,2444.0,4.0,2.0,145.0
7724,Whitefield,2,1270.0,2.0,1.0,110.0
7725,Whitefield,3,1660.0,3.0,1.0,110.0
7726,Whitefield,2,1270.0,2.0,1.0,105.0
7728,Whitefield,2,1173.0,2.0,1.0,78.2
7729,Whitefield,2,1362.0,2.0,3.0,85.0
7731,Whitefield,3,1457.0,2.0,2.0,105.0
7732,Whitefield,3,1720.0,3.0,2.0,128.0
7736,Whitefield,3,1564.0,3.0,1.0,103.0
7740,Whitefield,3,1639.0,3.0,2.0,107.0
7741,Whitefield,3,1760.0,3.0,2.0,139.0
7742,Whitefield,1,613.0,1.0,1.0,48.0
7743,Whitefield,3,1730.0,3.0,2.0,125.0
7745,Whitefield,1,877.0,1.0,1.0,59.0
7749,Yelachenahalli,3,1464.0,2.0,3.0,105.0
7750,Yelachenahalli,2,2400.0,1.0,1.0,150.0
7751,Yelachenahalli,3,1700.0,3.0,2.0,130.0
7752,Yelachenahalli,2,1080.0,2.0,2.0,55.0
7753,Yelachenahalli,2,1400.0,2.0,3.0,78.0
7754,Yelachenahalli,3,1330.0,3.0,3.0,73.5
7755,Yelachenahalli,2,800.0,1.0,1.0,30.0
7756,Yelachenahalli,2,1100.0,2.0,2.0,60.0
7757,Yelachenahalli,3,1365.0,2.0,1.0,72.0
7758,Yelachenahalli,2,1103.0,2.0,2.0,55.0
7759,Yelachenahalli,2,1000.0,2.0,2.0,50.0
7761,Yelahanka,2,1326.0,2.0,2.0,78.0
7768,Yelahanka,3,1705.0,3.0,2.0,95.0
7769,Yelahanka,2,1234.0,2.0,2.0,80.0
7770,Yelahanka,2,1315.0,2.0,2.0,85.0
7771,Yelahanka,2,1170.0,2.0,1.0,62.5
7773,Yelahanka,1,697.0,1.0,0.0,45.0
7776,Yelahanka,3,2195.0,4.0,2.0,127.0
7778,Yelahanka,3,1614.0,3.0,2.0,95.0
7780,Yelahanka,1,628.0,1.0,1.0,24.0
7783,Yelahanka,1,654.0,1.0,1.0,38.4
7791,Yelahanka,3,1825.0,3.0,1.0,105.0
7792,Yelahanka,3,1603.0,3.0,2.0,96.0
7793,Yelahanka,2,1304.0,2.0,1.0,79.0
7799,Yelahanka,3,1517.0,3.0,2.0,76.3
7803,Yelahanka,2,1327.0,2.0,3.0,85.0
7806,Yelahanka,3,1566.0,3.0,2.0,97.0
7808,Yelahanka,2,1270.0,2.0,2.0,78.0
7809,Yelahanka,3,1400.0,2.0,2.0,80.54
7811,Yelahanka,2,1322.0,2.0,2.0,86.0
7812,Yelahanka,2,1100.0,2.0,1.0,70.0
7813,Yelahanka,2,1200.0,2.0,1.0,70.0
7815,Yelahanka,5,4000.0,5.0,2.0,220.0
7816,Yelahanka,4,2675.0,4.0,2.0,140.0
7818,Yelahanka,1,654.0,1.0,1.0,37.0
7819,Yelahanka,3,1465.0,3.0,2.0,80.01
7823,Yelahanka,3,1692.0,3.0,2.0,83.0
7828,Yelahanka,3,2145.0,3.0,3.0,125.0
7830,Yelahanka,2,1322.0,2.0,2.0,75.0
7833,Yelahanka,1,602.0,1.0,1.0,26.0
7834,Yelahanka,2,1100.0,2.0,1.0,60.0
7835,Yelahanka,3,1614.0,2.0,1.0,100.0
7836,Yelahanka,3,1890.0,3.0,2.0,108.0
7837,Yelahanka,3,1556.0,3.0,2.0,86.0
7838,Yelahanka,3,1610.0,4.0,2.0,85.0
7844,Yelahanka,3,1859.0,3.0,1.0,108.0
7846,Yelahanka,2,1322.0,2.0,2.0,80.0
7849,Yelahanka,4,2600.0,4.0,3.0,175.0
7850,Yelahanka,2,1305.0,2.0,1.0,78.0
7852,Yelahanka,3,1711.0,3.0,3.0,85.61
7853,Yelahanka,2,1315.0,2.0,3.0,75.0
7854,Yelahanka,6,3600.0,6.0,1.0,200.0
7856,Yelahanka,3,1614.0,3.0,2.0,95.0
7857,Yelahanka,3,1650.0,3.0,3.0,105.0
7862,Yelahanka,4,3990.0,4.0,1.0,260.0
7863,Yelahanka,3,1620.0,3.0,2.0,90.0
7864,Yelahanka,1,654.0,1.0,1.0,36.25
7865,Yelahanka,3,1614.0,3.0,2.0,93.0
7866,Yelahanka,1,694.0,1.0,0.0,30.84
7867,Yelahanka,2,1115.0,2.0,2.0,60.0
7868,Yelahanka,3,2317.0,4.0,3.0,140.0
7869,Yelahanka,3,1653.0,3.0,3.0,93.0
7870,Yelahanka,1,654.0,1.0,1.0,38.0
7872,Yelahanka,2,1445.0,2.0,2.0,82.0
7874,Yelahanka,1,602.0,1.0,1.0,38.0
7875,Yelahanka,1,697.0,1.0,1.0,35.0
7877,Yelahanka,1,682.0,1.0,1.0,36.23
7879,Yelahanka,3,1560.0,2.0,2.0,98.0
7880,Yelahanka,3,1780.0,3.0,2.0,107.0
7881,Yelahanka,3,1342.0,2.0,2.0,75.0
7882,Yelahanka,3,1823.0,3.0,2.0,103.0
7883,Yelahanka,3,1792.0,3.0,1.0,104.0
7884,Yelahanka,2,1304.0,2.0,1.0,69.97
7887,Yelahanka,2,1300.0,2.0,2.0,69.23
7888,Yelahanka,3,1705.0,3.0,1.0,91.0
7890,Yelahanka,3,1835.0,3.0,1.0,108.0
7891,Yelahanka,3,1847.0,3.0,3.0,92.0
7893,Yelahanka,3,1890.0,3.0,2.0,109.0
7894,Yelahanka,1,700.0,1.0,1.0,38.0
7895,Yelahanka,3,1491.0,3.0,2.0,85.0
7896,Yelahanka,4,2088.0,5.0,0.0,110.0
7899,Yelahanka,4,3019.0,6.0,0.0,190.0
7901,Yelahanka,3,1600.0,3.0,3.0,100.0
7905,Yelahanka,3,1705.0,3.0,2.0,85.0
7906,Yelahanka,3,1350.0,2.0,3.0,85.0
7907,Yelahanka,3,1633.0,3.0,2.0,110.0
7908,Yelahanka,1,827.5,1.0,0.0,42.535
7910,Yelahanka,3,1355.0,2.0,3.0,75.0
7913,Yelahanka,2,1104.0,2.0,2.0,58.0
7915,Yelahanka,2,1175.0,2.0,1.0,67.77
7916,Yelahanka,2,1322.0,2.0,1.0,77.9
7917,Yelahanka,1,602.0,1.0,1.0,33.0
7918,Yelahanka,2,1315.0,2.0,3.0,77.0
7921,Yelahanka,1,567.0,1.0,1.0,25.0
7923,Yelahanka,1,602.0,2.0,1.0,30.0
7925,Yelahanka,2,1234.0,2.0,2.0,80.0
7928,Yelahanka,2,1267.0,3.0,1.0,78.0
7929,Yelahanka,2,1360.0,2.0,1.0,78.19
7931,Yelahanka New Town,1,650.0,1.0,2.0,33.0
7932,Yelahanka New Town,1,500.0,1.0,1.0,20.0
7933,Yelahanka New Town,1,440.0,1.0,1.0,16.5
7934,Yelahanka New Town,1,960.0,2.0,1.0,18.0
